-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442445.23423
-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442445.35424
-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442445.46419
-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442445.57425
-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442445.63424
-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442445.75422
-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442445.86419
-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442445.97424
-0.307019545715074,-0.000122243958912481,-0.000122243958912481,1733442446.03425
-0.306206307157053,0.00312553382827137,0.00312553382827137,1733442446.14429
-0.295244729772329,0.0424502898287291,0.0424502898287291,1733442446.2643
-0.283764112311791,0.0773626237606513,0.0773626237606513,1733442446.32425
-0.246985682284935,0.165835513961283,0.165835513961283,1733442446.43427
-0.174162951970275,0.290759072360071,0.290759072360071,1733442446.55427
-0.0695216635225157,0.416314668728501,0.416314668728501,1733442446.66427
0.00245463376512513,0.481298178767416,0.481298178767416,1733442446.7243
0.14030668063551,0.57240303402118,0.57240303402118,1733442446.84429
0.238744573101486,0.615009844520621,0.615009844520621,1733442446.9643
0.273516589117367,0.625683595131602,0.625683595131602,1733442447.02429
0.319283270426426,0.635856352400316,0.635856352400316,1733442447.1443
0.339812097890631,0.638966987688363,0.638966987688363,1733442447.25424
0.333785352721283,0.650227760677505,0.650227760677505,1733442447.35429
0.300411411884953,0.669277833198326,0.669277833198326,1733442447.46428
0.267995269506201,0.683516488970558,0.683516488970558,1733442447.52429
0.174499968126595,0.71278813662474,0.71278813662474,1733442447.63429
0.0353334148829271,0.727715498823565,0.727715498823565,1733442447.7443
-0.159228394524149,0.694386166620315,0.694386166620315,1733442447.8643
-0.335661230803084,0.599418766759335,0.599418766759335,1733442447.97425
-0.457681711266893,0.474208590921616,0.474208590921616,1733442448.07429
-0.510543157271504,0.387860459585375,0.387860459585375,1733442448.13429
-0.569891212407167,0.204314434800696,0.204314434800696,1733442448.25425
-0.5724691851909,0.022278592820347,0.022278592820347,1733442448.37428
-0.558872161048319,-0.0498976894724881,-0.0498976894724881,1733442448.4243
-0.495846919369628,-0.209550781712659,-0.209550781712659,1733442448.54425
-0.407751647445711,-0.331581405694556,-0.331581405694556,1733442448.65424
-0.316060288139346,-0.413745362381207,-0.413745362381207,1733442448.7643
-0.270496228112816,-0.444127427009307,-0.444127427009307,1733442448.82426
-0.197578512644682,-0.481754511665786,-0.481754511665786,1733442448.94422
-0.16112427584673,-0.496151582656988,-0.496151582656988,1733442449.0443
-0.150030701548798,-0.499996886554568,-0.499996886554568,1733442449.16424
-0.150001532169042,-0.4999986600962,-0.4999986600962,1733442449.27429
-0.150001529444201,-0.49999865256364,-0.49999865256364,1733442449.33421
-0.150001533433061,-0.499998335797821,-0.499998335797821,1733442449.44425
-0.150001492111306,-0.499998208280072,-0.499998208280072,1733442449.56425
-0.150001472194163,-0.499998169352699,-0.499998169352699,1733442449.62426
-0.150001125526785,-0.49999953807075,-0.49999953807075,1733442449.74424
-0.150001124900127,-0.49999954109432,-0.49999954109432,1733442449.84428
-0.154421670561304,-0.499998587718148,-0.499998587718148,1733442449.95446
-0.171518601407323,-0.49999854489238,-0.49999854489238,1733442450.0743
-0.185032356814323,-0.499998573428107,-0.499998573428107,1733442450.13424
-0.21883867112827,-0.499998617024129,-0.499998617024129,1733442450.24431
-0.270056438956384,-0.499999108880157,-0.499999108880157,1733442450.36432
-0.301194798679581,-0.500004041674602,-0.500004041674602,1733442450.42429
-0.357986720692495,-0.499998870560309,-0.499998870560309,1733442450.54429
-0.399689425083826,-0.499998894544051,-0.499998894544051,1733442450.65427
-0.43002495089269,-0.499998943295558,-0.499998943295558,1733442450.76429
-0.44699295555127,-0.499998976939872,-0.499998976939872,1733442450.87431
-0.449956083674804,-0.499998754796297,-0.499998754796297,1733442450.93427
-0.450824604145037,-0.496520978148229,-0.496520978148229,1733442451.04428
-0.453785097133886,-0.48283261625907,-0.48283261625907,1733442451.15431
-0.457906851321695,-0.458950962551498,-0.458950962551498,1733442451.26424
-0.461311072699396,-0.42885351498708,-0.42885351498708,1733442451.36427
-0.462979883476646,-0.387562152639895,-0.387562152639895,1733442451.47429
-0.46243241245147,-0.362052818131268,-0.362052818131268,1733442451.53425
-0.458865054627921,-0.316191763254976,-0.316191763254976,1733442451.63428
-0.451865171427973,-0.26320067835954,-0.26320067835954,1733442451.74426
-0.444679728844344,-0.210216510881915,-0.210216510881915,1733442451.8543
-0.442171507769563,-0.157275513585038,-0.157275513585038,1733442451.97429
-0.443890463173541,-0.132109123451878,-0.132109123451878,1733442452.03426
-0.450646178766922,-0.0900243833535115,-0.0900243833535115,1733442452.13429
-0.460119339031675,-0.0447647824285368,-0.0447647824285368,1733442452.24431
-0.467290662097167,0.000280727062361312,0.000280727062361312,1733442452.36422
-0.46883827271075,0.0330058327373888,0.0330058327373888,1733442452.46428
-0.467886437651035,0.0500405486639612,0.0500405486639612,1733442452.5243
-0.463045316769989,0.0775948163545286,0.0775948163545286,1733442452.64426
-0.457258103050441,0.0952482672439095,0.0952482672439095,1733442452.75429
-0.452425957051251,0.106032892520365,0.106032892520365,1733442452.86428
-0.450114052894327,0.110451813603364,0.110451813603364,1733442452.9743
-0.450030379611651,0.110604594867223,0.110604594867223,1733442453.03427
-0.450001846485117,0.110688267672453,0.110688267672453,1733442453.13429
-0.450002047246453,0.11681231642879,0.11681231642879,1733442453.24428
-0.450001913392909,0.130209845917328,0.130209845917328,1733442453.34429
-0.449997865716048,0.153999679831658,0.153999679831658,1733442453.45425
